Name,Rating,Description,Prep Time,Cook Time,Total Time,Servings,Ingredients,Image URL,prep_mins,cook_mins,total_mins,wait_mins,Category Code,Category Name,Category Description,llm_cuisine
Newfoundland-Style Pea Soup,4.8,This is a tasty pea soup made in the traditional Newfoundland style. One bowl of this soup will never be enough — it is delicious!,20 mins,50 mins,9 hrs 10 mins,10,"1 pound Newfoundland-style salt beef | 10 cups water | 2 cups yellow split peas | 3 carrots, chopped | ½ turnip, peeled and cut into 1/2-inch pieces | ½ teaspoon ground black pepper",https://www.allrecipes.com/thmb/Msjz5mn8NPW5uDWMYBnpU3Eq5i4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1084614-17f09b82fbda4ef6abfa8505a4ae42f7.jpg,20.0,50.0,550.0,480.0,E,Long Wait,Wait time > 30 min,Other
Tapioca Rice Pudding,3.9,This is a recipe I found in my grandmother's secret book it is so good I have to share it with the world - it might make it a better place! Serve with whipped cream.,10 mins,40 mins,8 hrs 50 mins,12,"½ cup small pearl tapioca | 5 cups milk | 1 cup cooked white rice | 3 eggs, beaten | ¾ cup white sugar | ½ teaspoon salt | ½ teaspoon ground nutmeg | 1 teaspoon ground cinnamon | ½ cup golden raisins | 1 teaspoon vanilla extract",https://www.allrecipes.com/thmb/C_mJZXhdzrXx3enenHSCXWw18ek=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2767093-d2cc6ba1bb034ccfadd4917164f235c1.jpg,10.0,40.0,530.0,480.0,E,Long Wait,Wait time > 30 min,American
Luau Punch,4.8,"Luau punch is a slushy fruit punch that we always make for family birthday parties, and summer gatherings. It is our favorite punch!",10 mins,,10 mins,10,"1 (46 fluid ounce) can pineapple juice | 1 (6 ounce) can frozen orange juice concentrate, thawed | 2 liters lemon-lime flavored carbonated beverage",,10.0,,10.0,0.0,,,,American
Bo Nuong Xa,4.4,"Marinated lemon grass beef skewers that can be broiled or grilled. This is a traditional Vietnamese dish, best if dipped in Nuaoc Cham sauce.",20 mins,10 mins,4 hrs 30 mins,6,"2 teaspoons white sugar | 2 tablespoons soy sauce | 1 teaspoon ground black pepper | 2 cloves garlic, minced | 2 stalks lemon grass, minced | 2 teaspoons sesame seeds | 1 ½ pounds sirloin tip, thinly sliced | skewers | 12 leaves romaine lettuce | fresh cilantro for garnish | fresh basil for garnish | fresh mint for garnish | thinly sliced green onion for garnish",https://www.allrecipes.com/thmb/IV9gVqXZqzEBHaDEpEj_E1najd4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2307718-52e63d01e3ba4419a916272e72b3c4ca.jpg,20.0,10.0,270.0,240.0,E,Long Wait,Wait time > 30 min,Other
Brown Butter Carrot Sheet Cake with Brown Butter-Cream Cheese Frosting,4.4,"This carrot cake not only feeds a crowd, but it also gets an extra delicious flavor from the addition of brown butter to both the cake and the frosting. Top cake with candied carrot slices and toasted finely chopped walnuts, if desired.",30 mins,30 mins,1 hr 45 mins,24,"1 cup unsalted butter | 1 ¾ cups all-purpose flour | 2 teaspoons baking soda | ½ teaspoon baking powder | 1 ½ teaspoons ground cinnamon | ½ teaspoon ground allspice | ½ teaspoon ground nutmeg | ½ teaspoon salt | 1 cup firmly packed dark brown sugar | 4 eggs, at room temperature | 1 ½ teaspoons vanilla extract | 3 cups peeled and shredded carrots | ½ cup chopped walnuts | ½ cup raisins | 6 tablespoons unsalted butter | 1 (8 ounce) package cream cheese, softened | 3 cups powdered sugar | 1 teaspoon vanilla extract | 1 pinch salt",https://www.allrecipes.com/thmb/r2fVI1Wfc7i1Nv_bTRVsz569CVg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7755019-3c8ca0989468476ea750d54da3e3c623.jpg,30.0,30.0,105.0,45.0,E,Long Wait,Wait time > 30 min,American
Mexican Style Dip,4.6,This Tex-Mex recipe was a big hit when brought it to work. My shift starts at 7 AM the dip was gone by 8 AM. With many requests for the recipe!,15 mins,10 mins,25 mins,12,"1 (8 ounce) package cream cheese, softened | 1 pound extra-lean ground beef | 1 (1.25 ounce) package taco seasoning mix | ⅔ cup water | ½ cup salsa | ¼ cup chopped jalapeno pepper | 2 cups shredded Mexican-style cheese",https://www.allrecipes.com/thmb/n7VGnUVpzmjL-qHBpeqsyL8lBIQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/56029-3023e43f9fe541cb94ebc39d0ba95e3d.jpg,15.0,10.0,25.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Mexican
Chunky Broccoli Cheese Soup,4.4,You're gonna LOVE this! It's great served with broccoli cornbread!,5 mins,20 mins,25 mins,10,"1 large onion, diced | ½ cup butter | 1 (10.75 ounce) can condensed cream of chicken soup | 1 (10.75 ounce) can condensed cream of mushroom soup | 1 (10.75 ounce) can condensed cream of celery soup | 2 (10 ounce) packages chopped frozen broccoli, thawed | 2 (10 ounce) cans chunk chicken, drained | 1 (2 pound) loaf processed cheese, cubed | 1 (16 ounce) can sliced mushrooms, drained | 4 cups milk",https://www.allrecipes.com/thmb/I5vxJJVuI_5qEuxqfZpReYDLSvU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4463857-13083849a7c4490f8607a55d9835fd35.jpg,5.0,20.0,25.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",American
Smoked Salmon Spread,4.6,"This salmon spread recipe is made with smoked salmon and cream cheese. It's easy to make, delicious, and sure to get many compliments whenever you serve it.",10 mins,,10 mins,12,"2 (8 ounce) packages cream cheese, softened | 12 ounces smoked salmon, chopped | 2 tablespoons chopped green onion | 1 teaspoon chopped fresh dill weed | 3 dashes Worcestershire sauce | 3 drops hot pepper sauce",https://www.allrecipes.com/thmb/SwC_pht-My0PrSJWlFCvFGws_Ww=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/15361-smoked-salmon-spread-RamonaCruz-Peters_4x3_1-040ef3e100ff4def8a317c17fdf8ebd5.jpg,10.0,,10.0,0.0,,,,American
No-Sugar Apple Pie,4.5,"This sugar-free apple pie is a naturally sweet, tart apple pie recipe with no added sugar, for a wholesome take on a classic dessert.",25 mins,1 hr 5 mins,1 hr 30 mins,8,"2 (9 inch) pie crusts | 1 (12 fluid ounce) can unsweetened apple juice concentrate, thawed | 3 tablespoons cornstarch | 1 tablespoon ground cinnamon | 6 cups sliced green apples",https://www.allrecipes.com/thmb/qHqNwHgFnU0R-LmSMCMNPlHPnks=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/59709_NoSugarApplePie4x3-478ef059f41e4f39a4c4a94e2a836413.jpg,25.0,65.0,90.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Haroset,4.4,A sweetly spiced apple combination that is a must at your Passover table.,15 mins,,15 mins,4,"2 large apple - peeled, cored and finely chopped | 1 cup finely chopped walnuts | 1 teaspoon white sugar | 1 teaspoon ground cinnamon | 2 tablespoons kosher red wine",https://www.allrecipes.com/thmb/stOkPVkz7QkShm_AQyJbP7TvS1Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/971852-3a0561da8c8f4c6db5d6802cbabb5da2.jpg,15.0,,15.0,0.0,,,,Other
Easy Spinach Lasagna with White Sauce,4.4,Lasagna for the family who does not tolerate cooked tomatoes. The uncooked lasagna noodles make this recipe easy and fast. For non-vegetarians try adding a pound of sauteed hot Italian sausage. Simply delicious!,,,,9,"1 (10 ounce) package frozen chopped spinach | 29 ounces Alfredo-style pasta sauce | ½ cup skim milk | 1 (8 ounce) package lasagna noodles | 1 pint part-skim ricotta cheese | 1 egg | 8 ounces shredded carrots | 8 ounces fresh mushrooms, sliced | ½ cup shredded mozzarella cheese",https://www.allrecipes.com/thmb/yg7ONLldUM8X3YMraQ8H3z5XkLc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4015368-ad3142d007864a0b84011ae525a1dff2.jpg,,,,,,,,Italian
Fast and Easy Turkey Pot Pie,4.6,"This easy turkey pot pie recipe is perfect for using up your holiday leftover turkey, and it's ready in under an hour! A savory filling made with turkey, frozen mixed vegetables, condensed cream of chicken soup, and Cheddar cheese is baked between a double crust for a savory, comfort food classic the whole family will love.",15 mins,40 mins,55 mins,6,"1 (14.1 ounce) package pastry for 9-inch double-crust pie | 2 cups chopped leftover turkey | 1 (16 ounce) package frozen mixed vegetables, thawed and drained | 1 (10.5 ounce) can condensed cream of chicken soup | ½ cup shredded Cheddar cheese | 1 teaspoon seasoned salt | 1 teaspoon seasoned pepper blend",https://www.allrecipes.com/thmb/SV3BvJJciOQAnZ35sGJIEgS8CD4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/215442-fast-and-easy-turkey-pot-pie-humblepieliving-002-4x3-1-42708af96eee4dd59fac094973fe97dd.jpg,15.0,40.0,55.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Cornmeal Mush,3.8,"This is a basic cornmeal mush recipe for a very easy and versatile dish. You can eat it like hot cereal, or chill it and then fry it. This goes well with syrup as a breakfast dish, or with savory sauces and vegetables for dinner.",5 mins,5 mins,10 mins,8,2 ½ cups water | 1 ¼ cups cornmeal | ½ teaspoon salt,https://www.allrecipes.com/thmb/mF2dZj6bXtGsqab9qR8wRu3_cQU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4939830-cornmeal-mush-Deborah-Kijak-Hess-4x3-1-21ecd18d67fe45c29bb9bf1abf0ab908.jpg,5.0,5.0,10.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",American
Vegan Spanish Rice,4.3,"This is a fast and easy recipe for great vegan Spanish rice. All you need now is a cool, yummy glass of sangria!",15 mins,35 mins,50 mins,4,"2 tablespoons olive oil | 1 cup uncooked brown rice | ½ red bell pepper, chopped | 1 onion, chopped | 2 teaspoons crushed garlic | 2 cups water | 1 (10 ounce) can diced tomatoes | 2 teaspoons chili powder | 1 teaspoon salt",https://www.allrecipes.com/thmb/uYqr2nCoI-MGasG-8yPl1StkFrs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5208136-539d6f9e57e4443ea6b8f0d13f6817f8.jpg,15.0,35.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Mexican
Avocado-Spinach Dip,4.7,Keep this creamy avocado spinach dip covered and chilled until ready to serve.,15 mins,,1 hr 15 mins,8,2 cups fresh spinach | 1 cup diced avocado | ½ cup reduced-fat sour cream | ¼ cup chopped red onion | 1 tablespoon fresh lime juice | 1 tablespoon chopped seeded jalapeno pepper | 1 large garlic clove | ½ teaspoon salt | ⅛ teaspoon ground black pepper | hot sauce,,15.0,,75.0,60.0,,,,American
Fresh No-Bake Fruit Pie,4.8,"Fresh berry fruit pie, a wonderful summer treat. No oven to heat! Serve with a dollop of your favorite whipped cream.",15 mins,5 mins,1 hr 40 mins,8,"1 (16 ounce) package fresh strawberries, hulled and large berries cut in half | 1 pint fresh blueberries | 1 (6 ounce) container fresh raspberries | 1 (6 ounce) container fresh blackberries | 1 cup water | ½ cup white sugar | 3 tablespoons cornstarch | ¼ cup water | 1 (9 inch) prepared shortbread pie crust (such as Keebler®)",https://www.allrecipes.com/thmb/vPP4LORgAMDLL0_RlC_hA1o2gQY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1421416-348cbf88a28c4bfeb7466fd004e2c941.jpg,15.0,5.0,100.0,80.0,E,Long Wait,Wait time > 30 min,American
Oatmeal Blueberry Muffins,4.1,These blueberry oatmeal muffins have a great texture and stay moist and tender for days — if they last that long at your house!,10 mins,20 mins,35 mins,12,"1 cup milk | ¼ cup vegetable oil | 1 egg | 1 ¼ cups quick cooking oats | 1 cup all-purpose flour | ⅓ cup white sugar | 1 tablespoon baking powder | ½ teaspoon salt | 1 cup blueberries, rinsed and drained",https://www.allrecipes.com/thmb/LiRacYdV-XKfkEj7z8qAYRhqqBI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6766oatmeal-blueberry-muffinsKim4x3-78fec06db1dd4580843eaa724cedecbc.jpg,10.0,20.0,35.0,5.0,D,Short Wait,Wait time 1-30 min,American
Cream of Coconut Pineapple Upside-Down Cake,4.5,"I came up with this after mistakenly buying cream of coconut, thinking it was coconut cream. Cream of coconut is usually used for making pina coladas (e.g. Coco Goya® Cream of Coconut) and is not the same thing as coconut cream. It turned out so great I had to go back and buy another can!",20 mins,1 hr 2 mins,1 hr 47 mins,12,"¼ cup brown sugar | ¼ cup butter | 7 tablespoons unsweetened coconut flakes | 2 cups all-purpose flour | ¾ teaspoon baking powder | ¼ teaspoon salt | 2 egg whites | 1 cup white sugar, divided | 7 ⅓ tablespoons butter | 1 (15 ounce) can cream of coconut | 1 (8 ounce) can pineapple chunks, juice reserved, divided | 2 egg yolks | ½ teaspoon vanilla extract",https://www.allrecipes.com/thmb/xhiyCMF2cmWlpRJ0shxajReCsiY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6508255-dd66861ac21949ed9cd576486a011da1.jpg,20.0,62.0,107.0,25.0,D,Short Wait,Wait time 1-30 min,American
Amazing Shrimp and Langostino Lobster Linguine,4.7,"This recipe with langostinos and shrimp did not take hours in the kitchen, so it allowed me to enjoy our company. It was our turn to host our dinner club, and the theme was Italian. We had great fun with friends!",15 mins,25 mins,40 mins,8,"1 (16 ounce) package linguine pasta, broken into fourths | 2 tablespoons olive oil | 12 slices cooked bacon, chopped | 1 sweet onion, finely chopped | 1 tablespoon minced garlic | 1 teaspoon red pepper flakes, or to taste | ½ cup dry white wine (such as Pinot Grigio) | 1 pound uncooked medium shrimp, peeled and deveined | 1 pound langostino lobster | 1 ½ cups peas | 1 cup basil pesto sauce | 1 cup half-and-half | 1 cup grated Parmigiano-Reggiano cheese",https://www.allrecipes.com/thmb/0DzSYRXj1GUujIb9oeYLseGyOyY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1068636-050edd1aab864fc0a2e36778fc695bbe.jpg,15.0,25.0,40.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Italian
No Bake Granola Bars,4.8,"Great quick and easy granola bar recipe that kids can make. Perfect to throw in lunches or in your purse for travel. You can also add 1/4 cup wheat germ without changing the consistency. Change up the dried fruit, nuts, and chocolate for different flavors. I generally keep the bars in the refrigerator until I am ready to eat them, but these keep well to take to work or school.",10 mins,,1 hr 10 mins,12,2 cups rolled oats | 1 ¼ cups chunky natural peanut butter | 1 cup ground flaxseed | ¾ cup honey | ¾ cup dried cranberries | ½ cup chocolate chips | ¼ cup sliced almonds,https://www.allrecipes.com/thmb/qXuNNkn3mq9kYSU7GQc2T79BHH8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1001599-no-bake-granola-bars-Lela-4x3-1-d621fd8a37e747a4b752bc8806bdc4bb.jpg,10.0,,70.0,60.0,,,,American
Dream Bars,4.7,These dream bars are rich and chewy. They're made with an old-time South Dakota recipe that makes a simple crust topped with a layer of chewy coconut and nuts. Cocoa is an optional ingredient.,15 mins,40 mins,55 mins,24,"2 cups brown sugar, divided | ½ cup butter | 1 ¾ cups all-purpose flour, divided | 3 eggs, beaten | 1 teaspoon vanilla extract | ¼ cup unsweetened cocoa powder (Optional) | 1 teaspoon baking powder | ¼ teaspoon salt | 1 ½ cups flaked coconut | 1 cup chopped walnuts",https://www.allrecipes.com/thmb/VyQyyw101Q1BoMJW5NJfHXx-q_w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/885722-307d81dbcb0f421f8132b9a559dfd136.jpg,15.0,40.0,55.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Chicken Chilaquiles Casserole,4.4,"Loaded with the flavors of Mexico--poblano and chipotle chiles, cilantro, adobo, and queso fresco--this chicken and tortilla casserole is a sure crowd pleaser.",,,,4,"10 (6 inch) corn tortillas, each cut into 8 wedges | Vegetable oil spray | 2 poblano chiles, steamed, seeded, and chopped coarse | 2 onions, minced | 2 teaspoons Melt® Organic Buttery Spread | Salt | ¼ cup minced fresh cilantro | 6 cloves garlic, minced | 2 teaspoons minced canned chipotle peppers in adobo sauce | 1 (14.5 ounce) can whole peeled tomatoes | ¾ cup low-sodium chicken broth | 1 ½ pounds boneless chicken breasts, trimmed | Pepper | 3 ounces crumbled queso fresco or feta cheese | ¼ cup low-fat sour cream | 1 tablespoon fresh lime juice | 1 tomato, cored, seeded and chopped medium",https://www.allrecipes.com/thmb/ialLuypGjCzBPAPGzBGF0rfNwCY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/992077-8c580a19358b46c6833342756f66a42b.jpg,,,,,,,,Mexican
Spicy Jalapeno Bites,3.0,Yummy appetizer bites that everyone in the family will enjoy!,15 mins,10 mins,25 mins,10,"1 (8 ounce) package cream cheese, softened | 1 (8 ounce) package grated Parmesan cheese | 2 large egg yolks | 3 tablespoons chopped jalapeno peppers | ½ teaspoon hot sauce (Optional) | ½ teaspoon garlic powder (Optional) | 2 cups dry bread crumbs",https://www.allrecipes.com/thmb/pV5pkk9t90PtRlEfi9iaHmRiq_M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6761481-410a55c5dc1940c2a4c2c96929bf88f5.jpg,15.0,10.0,25.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",American
Ham Chowder,4.5,"I made this ham chowder recipe with leftovers I had one day. It's a ham- and potato-based soup with leeks, onions, rosemary, cream, bacon, and carrots. The ham and bacon give this soup a smoky taste while the cream gives it a rich texture. Chowder is better served the next day.",40 mins,40 mins,1 hr 20 mins,15,"8 cups chicken or ham stock | 4 cups cubed country ham | 4 tablespoons dried rosemary, divided | 2 pounds bacon, diced | 6 green onions, diced | 3 leeks, diced | 2 large onions, diced | 3 cloves garlic, minced | 6 large potatoes, cubed | 1 pound carrots, cubed | 1 ½ cups heavy cream",https://www.allrecipes.com/thmb/WRdTCKLzohQFN8HLd0fAMAerNeA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4508538-98f26039ef154e7e91650270b09705d8.jpg,40.0,40.0,80.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Shadi's Soup-e Mahicheh,,"This Persian lamb and lentil soup is so good, it will instantly make you feel better! If you like, serve it with a side plate of green onions, radishes, and herbs such as parsley, mint, and basil. Iranians serve a plate of fresh herbs as a side with many meals.",30 mins,1 hr 30 mins,2 hrs,4,"2 tablespoons olive oil | 1 large onion, chopped | 4 cloves garlic, minced | 1 (1 pound) lamb shank, excess fat removed | 6 cups water | 1 teaspoon ground turmeric | ½ teaspoon ground black pepper | 1 large carrot, chopped | ½ cup green lentils | ⅓ cup rice | 2 cups chopped fresh spinach | ½ cup chopped fresh parsley | ½ cup chopped fresh cilantro | 1 teaspoon salt | 1 medium lemon, juiced",https://www.allrecipes.com/thmb/m9qsEwvqKZbDoQ1ZsnHYrPhINKc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Shadis-Soup-e-Mahicheh-Lamb-and-Lentil-Soup-2000-6a7f3941cf094cdab310b6f8e24d14b4.jpg,30.0,90.0,120.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Other
